BR 0,0,0,0,0,2,50
BR 0,0,0,0,0,2,51
R 0,0,0,1,0,2,48
R 0,0,0,1,0,2,49
R 0,0,0,1,0,2,50
R 0,0,0,1,0,2,51
BW 0,0,0,1,0,2,48
BW 0,0,0,1,0,2,49
BW 0,0,0,1,0,2,50
BW 0,0,0,1,0,2,51
BR 0,0,0,0,0,2,52
BR 0,0,0,0,0,2,53
BR 0,0,0,0,0,2,54
BR 0,0,0,0,0,2,55
R 0,0,0,1,0,2,52
R 0,0,0,1,0,2,53
R 0,0,0,1,0,2,54
R 0,0,0,1,0,2,55
BW 0,0,0,1,0,2,52
BW 0,0,0,1,0,2,53
BW 0,0,0,1,0,2,54
BW 0,0,0,1,0,2,55
BR 0,0,0,0,0,2,56
BR 0,0,0,0,0,2,57
BR 0,0,0,0,0,2,58
BR 0,0,0,0,0,2,59
R 0,0,0,1,0,2,56
R 0,0,0,1,0,2,57
R 0,0,0,1,0,2,58
R 0,0,0,1,0,2,59
BW 0,0,0,1,0,2,56
BW 0,0,0,1,0,2,57
BW 0,0,0,1,0,2,58
BW 0,0,0,1,0,2,59
BR 0,0,0,0,0,2,60
BR 0,0,0,0,0,2,61
BR 0,0,0,0,0,2,62
BR 0,0,0,0,0,2,63
R 0,0,0,1,0,2,60
R 0,0,0,1,0,2,61
R 0,0,0,1,0,2,62
R 0,0,0,1,0,2,63
BW 0,0,0,1,0,2,60
BW 0,0,0,1,0,2,61
BW 0,0,0,1,0,2,62
BW 0,0,0,1,0,2,63
BR 0,0,0,0,0,3,0
BR 0,0,0,0,0,3,1
BR 0,0,0,0,0,3,2
BR 0,0,0,0,0,3,3
R 0,0,0,1,0,3,0
R 0,0,0,1,0,3,1
R 0,0,0,1,0,3,2
R 0,0,0,1,0,3,3
BW 0,0,0,1,0,3,0
BW 0,0,0,1,0,3,1
BW 0,0,0,1,0,3,2
BW 0,0,0,1,0,3,3
BR 0,0,0,0,0,3,4
BR 0,0,0,0,0,3,5
BR 0,0,0,0,0,3,6
BR 0,0,0,0,0,3,7
R 0,0,0,1,0,3,4
R 0,0,0,1,0,3,5
R 0,0,0,1,0,3,6
R 0,0,0,1,0,3,7
BW 0,0,0,1,0,3,4
BW 0,0,0,1,0,3,5
BW 0,0,0,1,0,3,6
BW 0,0,0,1,0,3,7
BR 0,0,0,0,0,3,8
BR 0,0,0,0,0,3,9
BR 0,0,0,0,0,3,10
